lead_time,order_volume,weather_index,supplier_reliability,disruption_status
22.3,847,0.15,0.89,0
12.8,8225,0.99,0.37,1
14.0,5960,0.89,0.72,1
19.4,4073,0.77,0.08,1
20.4,9845,0.41,0.59,0
13.4,1715,0.18,0.48,0
12.1,3854,0.94,0.98,1
13.7,5606,0.53,0.85,0
15.7,4321,0.85,0.45,1
18.5,5391,0.34,0.78,0
14.0,5954,0.34,0.19,1
17.1,316,0.99,0.56,1
22.2,1459,0.52,0.07,1
15.9,3874,0.14,0.35,1
15.6,5517,0.22,0.23,1
6.4,5027,0.48,0.72,0
0.8,4529,0.04,0.49,0
15.9,4706,0.46,0.75,0
13.5,4578,0.42,0.52,0
11.4,1996,0.78,0.09,1
15.2,7466,0.35,0.74,0
13.7,4527,0.98,0.83,0
19.6,5461,0.18,0.9,0
14.4,9191,0.59,0.57,0
10.3,741,0.09,0.75,0
19.0,5446,0.73,0.75,0
12.9,4829,0.99,0.16,1
16.6,3727,0.82,0.16,1
11.6,6694,0.56,0.07,1
10.8,8487,0.48,0.32,1
14.4,3375,0.84,0.47,1
14.1,4150,0.94,1.0,0
16.4,4653,0.99,0.43,1
12.7,5025,0.4,0.73,0
4.8,2404,0.99,0.69,1
11.8,3443,0.16,0.2,0
18.0,2156,0.25,0.06,1
12.5,2908,0.09,0.55,0
12.8,7192,0.27,0.7,0
18.9,9516,0.77,1.0,1
10.4,7326,0.85,0.36,1
6.3,986,0.78,0.9,0
13.2,8684,0.63,0.38,0
11.6,9967,0.51,0.69,0
9.2,7820,0.71,0.6,0
13.1,2546,0.39,0.05,1
16.5,4005,0.84,0.08,1
14.0,6574,0.68,0.02,1
15.5,3691,0.7,0.37,1
23.1,2281,0.54,0.75,0
12.3,5111,0.89,0.17,1
15.4,5130,0.25,0.61,0
11.5,454,0.38,0.29,1
9.8,2731,0.78,0.8,0
11.1,1621,0.49,0.8,0
11.6,2772,0.89,0.78,1
15.8,2437,0.35,0.52,0
25.7,7068,0.37,0.28,0
10.4,728,0.89,0.81,0
11.9,7262,0.46,0.19,1
13.7,2779,0.52,0.29,1
16.0,5366,0.33,0.18,1
15.3,4522,0.28,0.67,0
20.4,9730,0.66,0.69,0
1.9,7563,0.12,0.65,0
2.1,9713,0.88,0.42,1
11.5,1226,0.78,0.1,1
19.5,1880,0.19,0.91,0
6.2,9823,0.69,0.51,1
-1.0,9524,0.6,0.41,1
16.9,6671,0.18,0.59,0
15.2,8684,0.27,0.19,1
8.5,925,0.41,0.13,1
9.1,7376,0.7,0.41,1
9.2,2495,0.64,0.23,1
14.6,4245,0.53,0.24,1
10.9,7159,0.77,0.89,0
16.5,5592,0.76,0.53,1
-0.3,7211,0.62,0.48,0
9.7,6892,0.79,0.69,0
8.4,9655,0.33,0.95,0
12.7,3651,0.88,0.11,1
11.3,7811,0.61,0.83,0
18.0,3728,0.82,0.58,1
4.7,1665,0.55,0.15,1
14.2,3767,0.22,0.3,0
16.8,6559,0.54,0.48,0
23.3,4196,0.37,0.69,0
11.6,1119,0.7,0.24,1
15.6,8028,0.48,0.53,1
5.0,9576,0.84,0.68,0
2.0,8354,0.68,0.45,1
18.2,6065,0.68,0.86,0
14.0,2369,0.22,0.87,0
19.9,8935,0.98,0.47,1
7.1,4821,0.84,0.97,0
16.6,8508,0.79,0.08,1
23.3,295,0.33,0.0,1
16.1,3373,0.54,0.38,1
15.4,5210,0.14,0.6,0
14.0,7501,0.54,0.63,0
6.1,3312,0.15,0.48,0
20.8,2855,0.55,0.12,1
10.9,1621,0.65,0.17,1
16.5,5774,0.39,0.85,0
6.2,1180,0.5,0.87,0
8.1,5723,0.88,0.67,1
21.2,821,0.11,0.66,0
12.3,1662,0.79,0.6,1
21.3,739,0.17,0.2,1
13.6,4360,0.04,0.43,0
4.8,5290,0.19,0.7,0
18.5,3836,0.77,0.54,1
11.1,7846,0.41,0.02,1
17.5,189,0.87,0.95,0
14.1,1351,0.52,0.84,0
6.3,9394,0.02,0.26,0
14.8,4803,0.72,0.62,1
25.0,448,0.11,0.92,0
16.5,4152,0.79,0.1,1
13.7,3041,0.17,0.5,0
19.4,8537,0.35,0.46,0
15.1,371,0.76,0.41,1
15.0,2130,0.95,0.84,0
8.5,7936,0.37,0.38,1
15.2,9757,0.83,0.06,1
19.2,9487,0.19,0.07,1
9.8,7141,0.81,0.04,1
21.1,5275,0.66,0.41,1
13.5,9906,0.19,0.72,0
9.6,1226,0.3,0.2,1
19.0,4479,0.13,0.65,0
12.6,8808,0.38,0.69,0
17.8,9593,0.2,0.26,1
12.5,8152,0.64,0.6,1
13.7,711,0.99,0.68,0
16.5,849,0.01,0.47,0
15.5,1956,0.54,0.34,0
4.0,8691,0.57,0.62,1
8.4,1626,0.91,0.98,0
18.6,6329,0.51,0.43,1
13.3,8611,0.54,0.39,1
11.4,8627,0.47,0.46,0
7.2,2198,0.27,0.08,1
8.6,7965,0.06,0.55,0
3.9,273,0.41,0.33,1
13.5,9933,0.05,0.12,0
11.0,600,0.55,0.47,0
9.2,3746,0.31,0.0,1
13.7,6319,0.53,0.4,1
15.8,2463,0.13,0.11,1
24.5,7640,0.93,0.02,1
6.4,1996,0.89,0.82,1
19.8,5859,0.19,0.92,0
18.9,1878,0.34,0.21,1
10.1,3157,0.61,0.54,0
15.0,5290,0.1,0.28,0
11.7,7097,0.35,0.49,1
14.9,4847,0.25,0.44,0
21.5,9386,0.92,0.27,1
17.0,145,0.85,0.7,0
16.5,7858,0.58,0.13,1
11.8,9737,0.52,0.05,1
6.6,7153,0.93,0.77,1
13.0,3301,0.93,0.67,1
20.0,555,0.97,0.5,1
6.4,9954,0.13,0.47,0
8.7,3024,0.16,0.5,0
14.6,7898,0.68,0.44,0
9.1,1065,0.54,0.39,0
10.0,5064,0.02,0.5,0
11.9,1628,0.06,0.53,0
7.2,3076,0.89,0.69,1
9.1,3171,0.87,0.71,0
17.5,4969,0.36,0.38,1
7.5,6487,0.89,0.41,1
6.0,2621,0.59,0.37,1
10.8,6625,0.81,0.54,1
17.7,1226,0.43,0.45,0
13.0,6732,0.11,0.89,0
11.7,5873,0.43,0.7,1
14.2,7816,0.46,0.9,0
5.3,3504,0.55,0.71,0
16.5,4592,0.11,0.97,0
15.9,2443,0.99,0.64,1
12.0,206,0.24,0.96,0
19.0,3254,0.2,0.16,1
8.4,4153,0.53,0.05,1
19.6,4901,0.54,0.58,0
14.8,6239,0.44,0.98,0
12.3,5680,0.77,0.42,1
13.9,314,0.52,0.21,1
13.5,5500,0.61,0.52,0
20.1,6975,0.72,0.65,1
8.6,4389,0.03,0.32,0
10.2,4353,0.57,0.71,0
19.2,8756,0.88,0.98,1
11.0,6347,0.02,0.9,0
18.5,6277,0.41,0.29,0
22.5,7369,0.93,0.33,1
12.0,2472,0.35,0.37,1
17.4,6934,0.46,0.39,0
8.2,8883,0.98,0.1,1
17.8,6717,0.2,0.76,0
15.0,5250,0.07,0.37,0
16.4,9175,0.86,0.88,0
10.8,8202,0.87,0.93,0
5.7,4258,0.47,0.02,1
16.5,7827,0.51,0.99,0
3.7,5306,0.84,0.71,1
12.4,403,0.74,0.52,1
18.7,433,0.27,0.39,0
15.0,4606,0.02,0.52,0
23.7,2431,0.48,0.32,0
19.1,4661,0.86,0.62,0
10.7,179,0.9,0.09,1
14.1,3863,0.96,0.62,0
13.8,5296,0.88,0.28,1
6.1,832,0.58,0.02,1
9.3,4076,0.44,0.55,0
11.2,5759,0.77,0.58,0
3.8,1484,0.74,0.43,1
14.2,2224,0.54,0.07,1
12.8,6752,0.09,0.89,0
5.6,5383,0.93,0.61,1
16.0,7276,0.46,0.12,1
17.6,9490,0.36,0.51,0
15.1,6705,0.63,0.5,0
12.4,5807,0.67,0.06,1
17.0,2392,0.21,0.61,0
17.4,8476,0.84,0.81,0
15.5,1097,0.29,0.75,0
9.9,4764,0.19,0.2,1
15.4,2457,0.41,0.86,0
20.0,5591,0.73,0.34,1
11.0,1779,0.97,0.95,0
24.5,5815,0.81,0.07,1
11.4,4986,0.94,0.49,1
14.2,7540,0.14,0.6,0
10.6,6921,0.07,0.25,1
15.1,3627,0.56,0.77,0
5.3,6913,0.29,0.63,0
11.3,2845,0.83,0.02,1
8.5,4190,0.67,0.61,1
14.7,6258,0.97,0.49,1
19.0,8661,0.25,0.2,1
17.2,7571,0.49,1.0,0
2.1,3843,0.5,0.9,0
24.2,9995,0.24,0.29,1
15.5,7108,0.59,0.54,1
10.1,3424,0.44,0.32,1
14.8,8732,0.45,0.78,0
14.9,3357,0.36,0.93,0
10.7,326,0.02,0.36,0
15.0,2501,0.52,0.81,0
11.0,4818,0.34,0.5,0
12.0,1124,0.0,0.4,0
10.6,5772,0.31,0.94,0
6.8,7827,0.28,0.51,0
14.7,5380,0.39,0.47,0
16.9,970,0.13,0.67,0
16.6,3299,0.51,0.26,1
18.1,1845,0.69,0.32,1
15.6,5370,0.63,0.93,0
11.3,8735,0.8,0.68,0
18.2,5986,0.45,0.83,0
7.2,5690,0.52,0.27,1
9.5,7997,0.81,0.54,1
9.2,8764,0.43,0.97,0
19.4,8371,0.7,0.32,1
18.7,5258,0.43,0.16,1
16.4,8531,0.42,0.51,1
19.4,689,0.76,0.39,1
9.6,9652,0.17,0.16,0
15.7,1984,0.34,0.89,0
13.4,5499,0.22,0.99,0
18.2,8603,0.36,0.57,0
13.4,1176,0.23,0.77,0
12.1,7335,0.58,0.86,0
16.7,6937,0.8,0.7,1
18.4,133,0.79,0.04,1
10.7,1941,0.36,0.16,1
13.7,4581,0.99,0.07,1
8.7,8540,0.59,0.01,1
1.5,1234,0.4,0.31,0
15.0,7361,0.84,0.39,1
17.0,5398,0.73,0.24,1
15.3,7117,0.75,0.06,1
4.3,7871,0.2,0.53,0
12.2,8667,0.47,0.27,1
2.9,9015,0.86,0.8,0
20.8,2013,0.5,0.01,1
8.6,4397,0.68,0.84,0
20.3,2042,0.59,0.95,0
18.7,4104,0.84,0.72,0
9.5,1431,0.28,0.73,0
8.3,7990,0.58,0.93,0
15.8,4688,0.12,0.21,1
9.8,437,0.69,0.99,0
14.5,7166,0.73,0.77,1
11.6,7913,0.04,0.73,0
5.1,9083,0.68,0.36,1
2.8,3711,0.41,0.55,0
15.1,3800,0.12,0.65,0
11.2,9808,0.42,0.62,0
11.2,6218,0.19,0.7,0
17.5,7205,0.42,0.08,1
19.9,2773,0.38,0.36,1
12.6,2222,0.74,0.43,1
12.3,7182,0.77,0.26,1
16.5,8350,0.61,0.17,1
7.2,2162,0.02,0.14,0
15.1,1354,0.93,0.37,1
16.8,3788,0.69,0.49,1
17.4,3848,0.03,0.06,1
4.3,6442,0.82,0.95,0
10.2,4230,0.2,0.77,0
9.6,4357,0.58,0.73,0
14.5,3129,0.47,0.17,1
16.4,2946,0.42,0.6,1
21.5,8762,0.89,0.53,1
11.5,4135,0.44,0.98,0
11.5,2999,0.08,0.75,0
19.7,9738,0.95,0.58,0
15.5,4543,0.92,0.85,0
20.3,4889,0.68,0.16,1
15.4,1012,0.47,0.02,1
8.2,4342,0.09,0.69,0
7.3,7641,0.79,0.1,1
6.2,1811,0.08,0.12,0
17.3,8966,0.07,0.74,0
19.9,1539,0.54,0.27,1
23.2,5713,0.16,0.63,0
18.2,3730,0.01,0.92,0
19.8,5475,0.42,0.32,1
11.1,7203,0.14,0.22,1
8.2,8977,0.16,0.11,0
18.3,9418,0.08,0.13,0
16.1,4316,0.21,0.06,1
14.5,2566,0.72,0.09,1
15.9,7924,0.81,0.43,1
15.6,4224,0.45,0.32,0
20.4,1065,0.51,0.71,1
20.5,7028,0.03,0.87,0
16.7,6196,0.07,0.78,0
18.2,6257,0.26,0.53,0
16.6,9211,0.54,0.1,1
11.7,8220,0.74,0.71,0
17.8,1608,0.61,0.36,1
7.0,9504,0.39,0.09,1
19.3,971,0.12,0.84,0
8.0,963,0.78,0.34,1
15.4,3155,0.36,0.22,1
9.8,5233,0.74,0.87,0
16.8,2782,0.51,0.9,0
13.8,5378,0.74,0.34,1
6.0,5548,0.91,0.35,1
16.1,713,0.92,0.58,1
11.1,1972,0.54,0.73,0
18.4,7823,0.51,0.06,1
14.0,7289,0.27,0.59,0
16.0,5486,0.94,0.95,0
9.2,7042,0.46,0.26,1
11.1,8859,0.13,0.91,0
11.7,344,0.43,0.95,0
18.3,120,0.13,0.27,0
22.4,8685,0.5,0.75,0
10.0,5867,0.56,0.24,1
19.4,3615,0.34,0.74,0
3.2,2010,0.07,0.8,0
8.0,8581,0.94,0.25,1
9.2,5982,0.77,0.72,0
7.2,8652,0.84,0.81,0
6.1,8176,0.37,0.36,0
16.1,1722,0.76,0.17,1
12.9,4414,0.49,0.09,1
15.9,2553,0.2,0.58,1
17.5,2115,0.12,0.98,0
15.3,2900,0.35,0.82,0
17.3,9123,0.14,0.44,0
13.7,8872,1.0,0.54,1
8.1,6852,0.05,0.28,0
19.3,7553,0.44,0.16,1
11.1,2953,0.45,0.48,1
9.3,2336,0.3,0.46,0
13.1,4276,0.57,0.52,1
9.4,2255,0.15,0.95,0
11.9,9636,0.78,0.6,0
15.7,5798,0.33,0.61,0
15.7,6929,0.59,0.13,1
9.5,8637,0.72,1.0,0
11.6,1986,0.89,0.77,1
19.4,6571,0.84,0.88,1
16.5,8846,0.61,0.41,1
24.4,3870,0.39,0.5,1
19.9,8491,0.5,0.52,0
19.7,3040,0.77,0.19,1
7.1,3590,0.88,0.69,1
17.8,7999,0.1,0.9,0
13.7,406,0.38,0.16,1
11.2,3175,0.78,0.09,1
14.8,1756,0.43,0.74,0
18.7,7344,0.33,0.27,1
16.5,6711,0.41,0.62,0
9.6,6422,0.6,0.7,0
17.7,2792,1.0,0.32,1
10.8,1864,0.49,0.82,0
15.1,375,0.21,0.55,0
12.5,5371,0.16,0.87,0
12.9,7431,0.04,0.76,0
17.8,9693,0.56,0.87,0
8.8,5125,0.54,0.02,1
23.7,4150,0.21,0.24,1
4.9,8180,0.7,0.09,1
11.0,3560,0.74,0.44,1
15.9,3935,0.26,0.89,0
16.9,4378,0.34,0.47,0
13.5,1944,0.99,0.85,1
13.7,171,0.37,0.33,0
16.1,7486,0.76,0.34,1
12.8,6962,0.45,0.9,0
21.0,7440,0.79,0.43,1
18.2,9968,0.77,0.79,1
18.4,9587,0.67,0.24,1
9.2,7735,0.85,0.95,0
13.6,1143,0.94,0.57,1
12.5,3142,0.58,0.76,0
9.0,914,0.24,0.09,1
15.8,5722,0.4,0.49,1
11.3,7432,0.76,0.9,0
17.3,409,0.65,0.88,0
8.6,6761,0.18,0.05,1
22.6,4327,0.05,0.3,0
9.5,1977,0.68,0.44,1
15.1,2586,0.25,0.17,1
18.0,6986,0.5,0.73,0
11.1,4935,0.75,0.18,1
18.3,894,0.56,0.35,1
7.9,6886,0.08,0.66,0
21.3,4114,0.19,0.48,0
14.1,7492,0.22,0.74,0
11.0,5453,0.26,0.96,0
12.5,3507,0.57,0.12,1
18.0,1074,0.5,0.71,0
11.1,9339,0.2,0.23,1
10.3,4337,0.07,0.41,0
12.9,7348,0.17,0.03,1
8.1,4469,0.98,0.14,1
23.1,8150,0.47,0.32,1
11.2,564,0.87,0.34,1
18.2,5427,0.85,0.9,0
15.0,5515,0.51,0.74,0
9.1,8215,0.71,0.97,0
14.0,387,0.19,0.6,0
17.9,3295,0.69,0.24,1
13.1,9167,0.27,0.33,1
20.0,2092,0.83,0.32,1
19.1,7550,0.08,0.33,0
18.6,3025,0.77,0.67,1
11.7,1220,0.1,0.53,0
8.6,5410,0.88,0.39,1
10.9,546,0.3,0.15,1
15.0,6727,0.65,0.02,1
16.7,2996,0.49,0.22,1
3.1,821,0.37,0.11,1
14.0,2263,0.65,0.79,0
14.8,9643,0.95,0.11,1
12.6,4080,0.04,0.72,0
20.5,4602,0.92,0.39,1
16.1,1825,0.61,0.07,1
20.6,8985,0.81,0.81,0
12.9,3513,0.38,0.58,0
18.7,594,0.47,0.24,1
22.2,1047,0.87,0.89,0
20.6,122,0.41,0.05,1
8.5,1228,0.53,0.2,1
12.7,657,0.02,0.75,0
12.3,9908,0.16,0.71,0
16.4,3830,0.64,0.29,1
17.4,5441,0.72,0.06,1
9.8,7098,0.58,0.86,0
14.3,7282,0.14,0.31,1
3.9,7134,0.45,0.2,1
21.2,1756,0.36,0.52,1
11.4,4273,0.5,0.91,0
14.3,5541,0.87,0.04,1
12.5,9098,0.78,0.77,0
19.7,3412,0.08,0.57,0
-0.2,8745,0.89,0.43,1
13.9,2424,0.47,0.74,0
13.5,9739,0.74,0.97,0
11.7,5695,0.14,0.23,1
22.6,6084,0.67,0.14,1
9.6,2611,0.24,0.91,0
17.9,462,0.44,0.67,0
15.8,3554,0.02,0.44,0
20.3,2898,0.15,0.57,0
10.7,4720,0.09,0.75,0
10.3,3355,0.24,0.77,0
19.5,1317,0.1,0.92,0
16.1,1585,0.69,0.43,0
6.3,5449,0.03,0.29,0
11.3,7295,0.62,0.64,0
15.9,7850,0.14,0.42,0
18.2,6179,0.95,0.59,1
10.6,9499,0.93,0.42,1
-0.6,9740,0.23,0.15,0
16.6,8135,0.61,0.47,0
7.9,1607,0.03,0.69,0
3.9,1103,0.93,0.8,0
-0.2,6503,0.52,0.49,1
18.1,1025,0.04,0.17,0
14.6,8375,0.34,0.41,0
12.9,6683,0.08,0.79,0
20.9,4027,0.39,0.41,1
17.2,9834,0.67,0.7,0
22.1,1085,0.47,0.51,1
7.0,4331,0.38,0.24,1
13.8,5402,0.12,0.8,0
5.9,5391,0.24,0.08,1
12.9,1008,0.1,0.52,0
12.8,5151,0.81,0.21,1
17.1,2686,0.14,0.07,1
14.2,9435,0.6,0.5,0
17.1,1431,0.34,0.5,0
17.5,6951,0.23,0.71,0
24.8,9845,0.64,0.74,1
12.4,1906,0.46,0.73,1
9.3,905,0.4,0.41,0
15.2,4247,0.59,0.63,0
10.0,171,0.49,0.58,0
21.4,127,0.3,0.42,0
12.6,8760,0.56,0.6,0
11.2,4083,0.67,0.95,0
11.6,9055,0.03,0.19,1
17.6,7155,0.47,0.91,0
13.2,6790,0.06,0.05,1
10.8,9716,0.19,0.31,0
22.3,3932,0.56,0.29,1
9.7,9967,0.87,0.63,1
14.2,659,0.88,0.13,1
17.3,8057,0.07,0.88,0
5.8,3931,0.42,0.83,0
16.4,7444,0.58,0.65,0
8.7,5271,0.15,0.46,0
18.1,178,0.77,0.93,0
9.2,5029,0.74,0.83,0
17.5,3747,0.9,0.5,1
19.5,1131,0.01,0.7,0
18.3,7481,0.22,0.57,0
15.3,2172,0.83,0.59,1
12.8,7011,0.67,0.33,0
11.1,6188,0.89,0.46,1
21.4,1584,0.06,0.08,1
10.5,5938,0.6,0.36,1
8.8,1650,0.57,0.7,0
17.3,5597,0.04,0.95,0
10.0,4782,0.51,0.96,0
9.2,1929,0.61,0.56,0
6.8,3851,0.19,0.61,0
11.6,6181,0.27,0.19,1
13.6,6701,0.64,0.7,0
15.2,4559,0.47,0.07,1
18.8,3956,0.86,0.28,1
16.6,6282,0.34,0.67,1
13.0,6183,0.27,0.31,0
13.0,8070,0.98,0.05,1
16.6,2194,0.91,0.83,0
20.4,6338,0.03,0.31,0
14.6,3132,0.77,0.06,1
11.7,1648,0.11,0.07,1
9.0,8659,0.03,0.25,1
6.8,164,0.27,0.18,1
17.3,3399,0.27,0.77,0
16.9,4949,0.82,0.32,1
16.9,5739,0.71,0.8,0
13.4,2135,0.98,0.17,1
21.0,5774,0.71,0.49,1
11.6,2328,0.42,0.69,0
18.8,5720,0.7,0.65,0
13.8,696,1.0,0.6,1
11.0,3706,0.71,0.92,0
17.0,3989,0.76,0.23,1
16.0,3606,0.94,0.49,1
15.8,1495,0.11,0.88,0
14.4,9878,0.7,0.08,1
13.8,7629,0.85,0.06,1
25.9,8403,0.95,0.23,1
19.9,552,0.21,0.63,0
17.6,7436,0.5,0.26,1
14.6,2731,0.68,0.19,1
19.0,2286,0.25,0.46,0
16.6,6067,0.6,0.61,0
14.1,6474,0.26,0.25,0
12.5,5458,0.33,0.3,1
13.6,4448,0.44,0.61,0
-1.9,1559,0.53,0.95,0
15.1,2042,0.45,0.67,0
11.6,5522,0.49,0.78,0
22.0,5296,0.3,0.37,1
14.1,161,0.16,0.27,1
8.1,1594,0.05,0.45,0
13.8,1280,0.2,0.81,0
8.8,6368,0.58,0.46,0
16.4,2888,0.79,0.85,0
15.5,4736,0.17,0.99,0
18.8,4821,0.11,0.07,1
10.0,5810,0.75,0.05,1
14.2,7802,0.31,0.15,1
7.2,205,0.95,0.38,1
17.5,9446,0.71,0.13,1
16.6,4187,0.33,0.87,0
16.5,4025,0.29,0.02,1
14.0,2008,0.52,0.32,1
16.1,2149,0.08,0.18,1
22.0,9566,0.12,0.93,0
12.6,9237,0.18,0.67,0
14.7,8272,0.77,0.91,0
8.6,4004,0.51,0.97,0
9.7,3896,0.01,0.5,0
14.5,392,0.67,0.23,1
19.5,6366,0.42,0.19,1
12.7,6470,0.51,0.22,1
12.8,4960,0.21,0.71,0
12.0,3829,0.55,0.04,1
11.3,8062,0.98,0.05,1
15.5,5610,0.07,0.61,0
6.5,8719,0.28,0.64,0
20.4,6861,0.24,0.67,0
10.7,6210,0.25,0.37,1
17.6,7055,0.38,0.81,0
7.7,206,0.82,0.53,1
17.3,4854,0.91,0.11,1
17.4,5378,0.2,0.8,0
15.9,6508,0.54,0.95,0
9.0,7735,0.64,0.06,1
15.2,1325,0.52,0.39,1
8.1,4350,0.43,0.49,1
12.7,995,0.19,0.15,1
19.1,1720,0.49,0.87,0
18.0,5188,0.4,0.28,1
14.1,5519,0.8,0.78,0
9.1,1485,0.76,0.67,0
17.2,2533,0.13,0.6,0
14.1,1401,0.09,0.19,1
2.4,6958,0.91,0.22,1
17.9,9050,0.54,0.05,1
13.9,9038,0.86,0.24,1
20.0,8884,0.06,0.35,0
8.5,5744,0.53,0.83,0
-1.9,5188,0.54,0.37,0
15.4,9360,0.86,0.75,0
15.5,5540,0.1,0.44,0
5.5,7593,0.24,0.78,0
9.1,6391,0.41,0.98,0
27.8,3407,0.87,0.24,1
12.5,8994,0.94,0.86,0
17.7,4808,0.99,0.62,1
10.7,204,0.96,0.82,0
3.5,9789,0.01,0.65,0
13.1,3933,0.05,0.42,0
12.7,495,0.15,0.23,1
12.0,3617,0.35,0.07,1
13.4,3391,0.83,0.54,1
15.3,2110,0.89,0.99,0
13.2,4637,0.19,0.74,0
7.7,9960,0.62,0.33,1
16.4,5068,0.92,0.83,0
4.3,4862,0.46,0.77,0
3.7,1151,0.1,0.28,0
17.7,2941,0.46,0.01,1
16.5,6718,0.38,0.12,1
13.7,4823,0.58,0.88,0
7.0,7572,0.44,0.84,0
10.5,8013,0.02,0.3,0
12.7,5624,0.99,0.29,1
6.0,3684,0.54,0.79,0
10.3,8639,0.47,0.94,0
17.3,1363,0.95,0.78,1
21.1,4765,0.16,0.61,0
11.9,8114,0.19,0.24,1
17.8,1451,0.81,0.53,1
4.4,7080,0.26,0.23,0
17.3,7290,0.8,0.81,1
10.0,3927,0.27,0.39,1
15.5,8961,0.03,0.83,0
12.8,2746,0.52,0.38,1
20.6,366,0.2,0.82,0
9.6,9730,0.76,0.33,1
17.1,7534,0.64,0.44,1
12.6,1122,0.92,0.62,1
13.2,8047,0.78,0.07,1
13.1,2137,0.18,0.95,0
9.8,8856,0.8,0.57,0
13.9,7878,0.64,0.51,1
13.7,1159,0.67,0.84,0
15.2,1524,0.83,0.87,0
14.4,4223,0.57,0.52,0
18.0,319,0.47,0.93,0
18.6,505,0.64,0.06,1
8.7,9929,0.3,0.11,1
18.3,2418,0.18,0.6,0
8.1,9966,0.62,0.35,1
16.9,9083,0.23,0.46,0
17.1,5158,0.08,0.33,1
4.4,1409,0.0,0.4,1
14.5,7721,0.61,0.82,0
11.7,5029,0.36,0.59,0
10.2,9622,0.75,1.0,0
20.8,8802,0.38,0.79,0
10.7,8783,0.49,0.27,1
10.0,1717,0.41,0.26,1
14.4,1620,0.65,0.34,1
17.4,7992,0.36,0.84,0
13.3,1683,0.96,0.03,1
19.8,6804,0.94,0.23,1
16.7,8088,0.85,0.9,0
3.1,6683,0.92,0.64,1
11.4,1675,0.45,0.23,1
11.2,7035,0.54,0.22,1
16.4,6276,0.74,0.86,0
0.9,9338,0.7,0.89,0
26.7,2713,0.89,0.26,1
16.7,3992,0.72,0.42,1
14.7,8753,1.0,0.83,1
19.9,6833,0.35,0.77,0
25.7,4531,0.83,0.81,0
18.4,8212,0.7,0.52,1
18.7,1481,0.69,0.91,0
14.7,9437,0.33,0.33,1
13.3,3615,0.79,0.16,1
11.6,4554,0.9,0.71,0
9.9,7869,0.22,0.54,0
10.6,6589,0.63,0.85,0
7.2,8484,0.39,0.08,1
13.6,3634,0.99,0.84,1
5.6,855,0.48,0.29,1
15.0,9976,0.23,0.65,0
13.8,2625,0.38,0.04,1
14.7,927,0.65,0.61,0
11.4,9181,0.08,0.72,0
29.4,4848,0.6,0.37,1
20.8,2433,0.93,0.22,1
7.8,5046,0.85,0.54,1
15.2,8402,0.07,0.83,0
11.0,8146,0.99,0.32,1
8.9,9084,0.7,0.25,1
7.3,7281,0.16,0.28,1
16.2,3514,0.01,0.95,0
10.6,9601,0.17,0.36,0
18.8,6557,0.84,0.0,1
19.0,6849,0.02,0.78,0
20.9,396,0.23,0.7,0
9.7,9921,0.76,0.13,1
16.4,668,0.59,0.98,0
17.2,5383,0.78,0.61,1
11.6,7764,0.75,0.5,1
10.1,7611,0.05,0.38,0
22.0,5565,0.89,0.9,0
15.1,8363,0.23,0.24,1
17.2,4482,0.55,0.29,1
9.9,165,0.64,0.12,1
7.9,979,0.17,0.76,0
11.2,8359,0.98,0.6,1
13.4,9508,0.49,0.61,1
8.7,7322,0.06,0.22,1
14.0,5169,0.94,0.65,1
5.6,3339,0.59,0.77,0
8.4,607,0.7,0.36,1
17.4,7804,0.53,0.8,0
17.0,1225,0.83,0.35,1
12.0,985,0.03,0.76,0
8.9,2941,0.27,0.03,1
8.9,8075,0.47,0.55,1
12.1,6665,0.08,0.97,0
17.2,6183,0.71,0.98,0
18.6,4970,0.39,0.28,0
11.5,2625,0.27,0.44,0
8.2,9217,0.0,0.06,1
15.3,4315,0.72,0.87,0
9.9,2038,0.83,0.57,1
11.4,3332,0.4,0.39,1
20.6,3844,0.56,0.11,1
18.1,6321,0.23,0.95,0
14.8,3565,0.62,0.53,1
7.6,540,0.01,0.28,0
15.1,561,0.49,0.35,0
19.3,8903,0.64,0.27,1
12.1,5513,0.92,0.6,0
20.8,5855,0.38,0.93,0
20.5,5112,0.77,0.86,0
22.3,3263,0.6,0.46,1
15.5,6852,0.93,0.83,0
16.9,105,0.4,0.42,0
21.1,4876,0.32,0.25,1
16.2,7138,0.89,0.98,0
11.5,6514,0.05,0.3,0
11.8,5839,0.14,0.32,0
15.2,4070,0.08,0.99,0
7.5,2706,0.84,0.13,1
13.3,198,0.01,0.76,0
19.5,625,0.86,0.94,0
3.0,6437,0.45,0.51,0
21.7,1280,0.0,0.0,0
19.6,8167,0.4,0.38,0
11.7,9981,0.19,0.11,1
16.7,9430,0.62,0.42,1
14.0,4591,0.68,0.79,0
20.1,6022,0.49,0.44,1
18.9,3171,0.04,0.43,0
7.0,5741,0.66,0.56,1
16.9,7481,0.84,0.58,1
13.0,2892,0.72,0.86,0
14.4,4878,0.83,0.31,1
10.4,114,0.2,0.82,0
22.7,2515,0.89,0.57,1
19.2,2785,0.32,0.3,0
10.3,9528,0.01,0.3,0
7.3,8259,0.84,0.36,1
12.1,8026,0.94,0.62,1
16.2,4200,0.66,0.23,1
15.2,6474,0.23,0.92,0
20.3,6104,0.25,0.57,0
17.9,5621,0.47,0.92,0
18.8,9899,0.9,0.05,1
15.6,7255,0.15,0.34,0
